IATA,ICAO,Airport name,Country,City,Information
RIJ,SPJA,Juan Simons Vela,Peru,Rioja,https://www.worlddata.info/america/peru/airports.php
RIL,KRIL,Garfield County Regional,United States of America,Rifle,https://www.worlddata.info/america/usa/airports.php
RIM,SPLN,San Nicolas,Peru,Rodriguez de Mendoza,https://www.worlddata.info/america/peru/airports.php
RIN,AGRC,Ringi Cove,Solomon Islands,Ringi Cove,https://www.worlddata.info/oceania/solomon-islands/airports.php
RIS,RJER,Rishiri,Japan,Rishiri,https://www.worlddata.info/asia/japan/airports.php
RIV,KRIV,March Air Reserve Base,United States of America,Riverside,https://www.worlddata.info/america/usa/airports.php
RIW,KRIW,Central Wyoming Regional,United States of America,Riverton,https://www.worlddata.info/america/usa/airports.php
RIX,EVRA,Riga Intl,Latvia,Riga,https://www.worlddata.info/europe/latvia/airports.php
RIY,OYRN,Riyan Intl,Yemen,Mukalla(Riyan),https://www.worlddata.info/asia/yemen/airports.php
RIZ,ZSRZ,Rizhao Shanzihe,China,Rizhao (Donggang),https://www.worlddata.info/asia/china/airports.php
RJA,VORY,Rajahmundry,India,Madhurapudi,https://www.worlddata.info/asia/india/airports.php
RJB,VNRB,Rajbiraj,Nepal,Rajbiraj,https://www.worlddata.info/asia/nepal/airports.php
RJH,VGRJ,Shah Makhdum,Bangladesh,Rajshahi,https://www.worlddata.info/asia/bangladesh/airports.php
RJI,,Rajouri,India,Rajouri,https://www.worlddata.info/asia/india/airports.php
RJK,LDRI,Rijeka,Croatia,Rijeka(Omišalj),https://www.worlddata.info/europe/croatia/airports.php
RJL,LELO,Logroño-Agoncillo,Spain,Logroño,https://www.worlddata.info/europe/spain/airports.php
RJM,WASN,Marinda,Indonesia,Waisai,https://www.worlddata.info/asia/indonesia/airports.php
RJN,OIKR,Rafsanjan,Iran,Rafsanjan,https://www.worlddata.info/asia/iran/airports.php
RKA,NTKK,Aratika Nord,French Polynesia,,https://www.worlddata.info/oceania/french-polynesia/airports.php
RKD,KRKD,Knox County Regional,United States of America,Rockland,https://www.worlddata.info/america/usa/airports.php
RKE,EKRK,Copenhagen Roskilde,Denmark,Roskilde,https://www.worlddata.info/europe/denmark/airports.php
RKH,KUZA,Rock Hill - York County,United States of America,Rock Hill,https://www.worlddata.info/america/usa/airports.php
RKI,,Mentawai,Indonesia,Sipura Island,https://www.worlddata.info/asia/indonesia/airports.php
RKP,KRKP,Aransas County,United States of America,Rockport,https://www.worlddata.info/america/usa/airports.php
RKS,KRKS,Southwest Wyoming Regional,United States of America,Rock Springs,https://www.worlddata.info/america/usa/airports.php
RKT,OMRK,Ras Al Khaimah Intl,United Arab Emirates,Ras Al Khaimah,https://www.worlddata.info/asia/arab-emirates/airports.php
RKU,,Kairuku,Papua New Guinea,Yule Island,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
RKV,BIRK,Reykjavík Domestic,Iceland,Reykjavík,https://www.worlddata.info/europe/iceland/airports.php
RKW,KRKW,Rockwood Mun,United States of America,Rockwood,https://www.worlddata.info/america/usa/airports.php
RKY,,Rokeby,Australia,Rokeby,https://www.worlddata.info/oceania/australia/airports.php
RKZ,ZURK,Xigaze Peace / Shigatse Air Base,China,Xigazê (Samzhubzê),https://www.worlddata.info/asia/china/airports.php
RLA,,Rolla Downtown,United States of America,Rolla,https://www.worlddata.info/america/usa/airports.php
RLG,ETNL,Rostock-Laage,Germany,Laage,https://www.worlddata.info/europe/germany/airports.php
RLK,ZBYZ,Bayannur Tianjitai,China,Bayannur,https://www.worlddata.info/asia/china/airports.php
RLO,SAOS,Valle Del Conlara Intl,Argentina,Merlo,https://www.worlddata.info/america/argentina/airports.php
RLP,,Rosella Plains,Australia,Rosella Plains,https://www.worlddata.info/oceania/australia/airports.php
RLT,DRZL,Arlit,Niger,Arlit,https://www.worlddata.info/africa/niger/airports.php
RMA,YROM,Roma,Australia,Roma,https://www.worlddata.info/oceania/australia/airports.php
RMB,OOBR,Buraimi,Oman,Buraimi,https://www.worlddata.info/asia/oman/airports.php
RMD,VORG,Basanth Nagar,India,Ramagundam,https://www.worlddata.info/asia/india/airports.php
RME,KRME,Griffiss Intl,United States of America,Rome,https://www.worlddata.info/america/usa/airports.php
RMF,HEMA,Marsa Alam Intl,Egypt,Marsa Alam,https://www.worlddata.info/africa/egypt/airports.php
RMG,KRMG,Richard B Russell,United States of America,Rome,https://www.worlddata.info/america/usa/airports.php
RMI,LIPR,Federico Fellini Intl,Italy,Rimini (RN),https://www.worlddata.info/europe/italy/airports.php
RMK,YREN,Renmark,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RML,VCCC,Colombo Ratmalana Intl,Sri Lanka,Colombo,https://www.worlddata.info/asia/sri-lanka/airports.php
RMN,AYRG,Rumginae,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
RMO,LUKK,Chişinău Intl,Moldova,Chişinău,https://www.worlddata.info/europe/moldova/airports.php
RMP,,Rampart,United States of America,Rampart,https://www.worlddata.info/america/usa/airports.php
RMQ,RCMQ,Taichung Intl / Ching Chuang Kang Air Base,Taiwan,Taichung (Qingshui),https://www.worlddata.info/asia/taiwan/airports.php
RMT,NTAM,Rimatara,French Polynesia,Rimatara Island,https://www.worlddata.info/oceania/french-polynesia/airports.php
RMU,LEMI,Region of Murcia Intl,Spain,Corvera,https://www.worlddata.info/europe/spain/airports.php
RMY,KMPI,Mariposa Yosemite,United States of America,Mariposa,https://www.worlddata.info/america/usa/airports.php
RMZ,USTJ,Tobolsk Remezov,Russia,Tobolsk,https://www.worlddata.info/europe/russia/airports.php
RNA,AGAR,Ulawa,Solomon Islands,Arona,https://www.worlddata.info/oceania/solomon-islands/airports.php
RNB,ESDF,Ronneby,Sweden,Ronneby,https://www.worlddata.info/europe/sweden/airports.php
RNC,KRNC,Warren County Memorial,United States of America,Mc Minnville,https://www.worlddata.info/america/usa/airports.php
RND,KRND,Randolph Air Force Base,United States of America,Universal City,https://www.worlddata.info/america/usa/airports.php
RNE,LFLO,Roanne-Renaison,France,Saint-Léger-sur-Roanne,https://www.worlddata.info/europe/france/airports.php
RNH,KRNH,New Richmond Regional,United States of America,New Richmond,https://www.worlddata.info/america/usa/airports.php
RNI,MNCI,Corn Island,Nicaragua,Corn Island,https://www.worlddata.info/america/nicaragua/airports.php
RNJ,RORY,Yoron,Japan,Yoron,https://www.worlddata.info/asia/japan/airports.php
RNL,AGGR,Rennell/Tingoa,Solomon Islands,Rennell Island,https://www.worlddata.info/oceania/solomon-islands/airports.php
RNM,OOGB,Qarn Alam,Oman,Ghaba,https://www.worlddata.info/asia/oman/airports.php
RNN,EKRN,Bornholm,Denmark,Rønne,https://www.worlddata.info/europe/denmark/airports.php
RNO,KRNO,Reno Tahoe Intl,United States of America,Reno,https://www.worlddata.info/america/usa/airports.php
RNP,,Rongelap Island,Marshall Islands,Rongelap Island,https://www.worlddata.info/oceania/marshall-islands/airports.php
RNS,LFRN,Rennes-Saint-Jacques,France,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",https://www.worlddata.info/europe/france/airports.php
RNT,KRNT,Renton Mun,United States of America,Renton,https://www.worlddata.info/america/usa/airports.php
RNU,WBKR,Ranau,Malaysia,Ranau,https://www.worlddata.info/asia/malaysia/airports.php
RNZ,KRZL,Jasper County,United States of America,Rensselaer,https://www.worlddata.info/america/usa/airports.php
ROA,KROA,Roanoke-Blacksburg Regional,United States of America,Roanoke,https://www.worlddata.info/america/usa/airports.php
ROB,GLRB,Roberts Intl,Liberia,Monrovia,https://www.worlddata.info/africa/liberia/airports.php
ROC,KROC,Frederick Douglass Greater Rochester Intl,United States of America,Rochester,https://www.worlddata.info/america/usa/airports.php
ROD,FARS,Robertson,South Africa,Robertson,https://www.worlddata.info/africa/south-africa/airports.php
ROF,,Montague-Yreka Rohrer Field,United States of America,Montague,https://www.worlddata.info/america/usa/airports.php
ROG,KROG,Rogers Mun-Carter Field,United States of America,Rogers,https://www.worlddata.info/america/usa/airports.php
ROH,YROB,Robinhood,Australia,,https://www.worlddata.info/oceania/australia/airports.php
ROI,VTUV,Roi Et,Thailand,Roi Et,https://www.worlddata.info/asia/thailand/airports.php
ROK,YBRK,Rockhampton,Australia,Rockhampton,https://www.worlddata.info/oceania/australia/airports.php
ROL,,Roosevelt Mun,United States of America,Roosevelt,https://www.worlddata.info/america/usa/airports.php
ROO,SBRD,Maestro Marinho Franco,Brazil,Rondonópolis,https://www.worlddata.info/america/brazil/airports.php
ROP,PGRO,Rota Intl,Northern Mariana Islands,Rota Island,https://www.worlddata.info/oceania/northern-marianas/airports.php
ROR,PTRO,Roman Tmetuchl Intl,Palau,Babelthuap Island,https://www.worlddata.info/oceania/palau/airports.php
ROS,SAAR,Rosario Islas Malvinas Intl,Argentina,Rosario,https://www.worlddata.info/america/argentina/airports.php
ROT,NZRO,Rotorua Regional,New Zealand,Rotorua,https://www.worlddata.info/oceania/new-zealand/airports.php
ROV,URRP,Platov Intl,Russia,Rostov-on-Don,https://www.worlddata.info/europe/russia/airports.php
ROW,KROW,Roswell Air Center,United States of America,Roswell,https://www.worlddata.info/america/usa/airports.php
ROX,KROX,Roseau Mun Rudy Billberg Field,United States of America,Roseau,https://www.worlddata.info/america/usa/airports.php
ROY,SAWM,Rio Mayo,Argentina,Rio Mayo,https://www.worlddata.info/america/argentina/airports.php
ROZ,LERT,Rota Naval Station,Spain,Rota,https://www.worlddata.info/europe/spain/airports.php
RPA,VNRP,Rolpa,Nepal,Rolpa,https://www.worlddata.info/asia/nepal/airports.php
RPB,YRRB,Roper Bar,Australia,Roper Bar,https://www.worlddata.info/oceania/australia/airports.php
RPM,YNGU,Ngukurr,Australia,Roper River,https://www.worlddata.info/oceania/australia/airports.php
RPN,LLIB,Rosh Pina,Israel,Rosh Pina,https://www.worlddata.info/asia/israel/airports.php
RPR,VARP,Swami Vivekananda,India,Raipur,https://www.worlddata.info/asia/india/airports.php
RPV,,Roper Valley,Australia,Roper Valley,https://www.worlddata.info/oceania/australia/airports.php
RPX,KRPX,Roundup,United States of America,Roundup,https://www.worlddata.info/america/usa/airports.php
RQA,ZWRQ,Ruoqiang Loulan,China,Ruoqiang Town,https://www.worlddata.info/asia/china/airports.php
RQO,KRQO,El Reno Regional,United States of America,El Reno,https://www.worlddata.info/america/usa/airports.php
RQW,ORQW,Qayyarah West,Iraq,Qayyarah,https://www.worlddata.info/asia/iraq/airports.php
RQY,,Rashtrakavi Kuvempu,India,Shimoga,https://www.worlddata.info/asia/india/airports.php
RRE,YMRE,Marree,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RRG,FIMR,Sir Charles Gaetan Duval,Mauritius,Port Mathurin,https://www.worlddata.info/africa/mauritius/airports.php
RRJ,SBJR,Jacarepaguá - Roberto Marinho,Brazil,Rio de Janeiro,https://www.worlddata.info/america/brazil/airports.php
RRK,VERK,Rourkela,India,Rourkela,https://www.worlddata.info/asia/india/airports.php
RRL,KRRL,Merrill Mun,United States of America,Merrill,https://www.worlddata.info/america/usa/airports.php
RRM,,Marromeu,Mozambique,Marromeu,https://www.worlddata.info/africa/mozambique/airports.php
RRR,NTKO,Raroia,French Polynesia,Raroia,https://www.worlddata.info/oceania/french-polynesia/airports.php
RRS,ENRO,Røros,Norway,Røros,https://www.worlddata.info/europe/norway/airports.php
RRT,KRRT,Warroad Intl Memorial,United States of America,Warroad,https://www.worlddata.info/america/usa/airports.php
RRV,YRBR,Robinson River,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RSA,SAZR,Santa Rosa,Argentina,Santa Rosa,https://www.worlddata.info/america/argentina/airports.php
RSB,YRSB,Roseberth,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RSD,MYER,Rock Sound Intl,Bahamas,Rock Sound,https://www.worlddata.info/america/bahamas/airports.php
RSH,PARS,Russian Mission,United States of America,Russian Mission,https://www.worlddata.info/america/usa/airports.php
RSI,,Red Sea Intl,Saudi Arabia,Hanak,https://www.worlddata.info/asia/saudi-arabia/airports.php
RSK,WASC,Abresso,Indonesia,Ransiki-Papua Island,https://www.worlddata.info/asia/indonesia/airports.php
RSL,KRSL,Russell Mun,United States of America,Russell,https://www.worlddata.info/america/usa/airports.php
RSN,KRSN,Ruston Regional,United States of America,Ruston,https://www.worlddata.info/america/usa/airports.php
RSS,HSDZ,Damazin,Sudan,Ad Damazin,https://www.worlddata.info/africa/sudan/airports.php
RST,KRST,Rochester Intl,United States of America,Rochester,https://www.worlddata.info/america/usa/airports.php
RSU,RKJY,Yeosu,South Korea,Yeosu,https://www.worlddata.info/asia/south-korea/airports.php
RSW,KRSW,Southwest Florida Intl,United States of America,Fort Myers,https://www.worlddata.info/america/usa/airports.php
RTA,NFNR,Rotuma,Fiji,Rotuma,https://www.worlddata.info/oceania/fiji/airports.php
RTB,MHRO,Juan Manuel Gálvez Intl,Honduras,Coxen Hole,https://www.worlddata.info/america/honduras/airports.php
RTC,VARG,Ratnagiri,India,,https://www.worlddata.info/asia/india/airports.php
RTE,SBMT,Campo de Marte,Brazil,São Paulo,https://www.worlddata.info/america/brazil/airports.php
RTG,WATG,Frans Sales Lega,Indonesia,"Satar Tacik, Manggarai",https://www.worlddata.info/asia/indonesia/airports.php
RTI,WATR,David Constantijn Saudale,Indonesia,Ba'a - Rote Island,https://www.worlddata.info/asia/indonesia/airports.php
RTL,,Spirit Lake Mun,United States of America,Okoboji,https://www.worlddata.info/america/usa/airports.php
RTM,EHRD,Rotterdam The Hague,Netherlands,Rotterdam,https://www.worlddata.info/europe/netherlands/airports.php
RTN,KRTN,Raton Mun / Crews Field,United States of America,Raton,https://www.worlddata.info/america/usa/airports.php
RTP,YRTP,Rutland Plains,Australia,Yagoonya,https://www.worlddata.info/oceania/australia/airports.php
RTS,YRTI,Rottnest Island,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RTY,YMYT,Merty Merty,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RUA,HUAR,Arua,Uganda,Arua,https://www.worlddata.info/africa/uganda/airports.php
RUD,OIMJ,Shahrud Intl,Iran,Shahrud,https://www.worlddata.info/asia/iran/airports.php
RUE,FZMB,Rughenda Airfield,Democratic Republic of the Congo,Butembo,https://www.worlddata.info/africa/congo-kinshasa/airports.php
RUH,OERK,King Khalid Intl,Saudi Arabia,Riyadh,https://www.worlddata.info/asia/saudi-arabia/airports.php
RUI,KSRR,Sierra Blanca Regional,United States of America,Alto,https://www.worlddata.info/america/usa/airports.php
RUK,VNRK,Rukum Chaurjahari,Nepal,Rukumkot,https://www.worlddata.info/asia/nepal/airports.php
RUL,VRQM,Maavaarulaa,Maldives,Maavaarulu,https://www.worlddata.info/asia/maldives/airports.php
RUM,VNRT,Rumjatar,Nepal,Rumjatar,https://www.worlddata.info/asia/nepal/airports.php
RUN,FMEE,Roland Garros,Reunion,Sainte-Marie,https://www.worlddata.info/africa/reunion/airports.php
RUP,VERU,Rupsi,India,Rupsi,https://www.worlddata.info/asia/india/airports.php
RUR,NTAR,Rurutu,French Polynesia,,https://www.worlddata.info/oceania/french-polynesia/airports.php
RUS,AGGU,Marau,Solomon Islands,Marau,https://www.worlddata.info/oceania/solomon-islands/airports.php
RUT,KRUT,Rutland - Southern Vermont Regional,United States of America,Rutland,https://www.worlddata.info/america/usa/airports.php
RUU,,Ruti,Papua New Guinea,Kawbenaberi,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
RUV,MGRB,Rubelsanto,Guatemala,Rubelsanto,https://www.worlddata.info/america/guatemala/airports.php
RUY,MHRU,Rioamarillo,Honduras,Copán Ruinas,https://www.worlddata.info/america/honduras/airports.php
RVA,FMSG,Farafangana,Madagascar,Farafangana,https://www.worlddata.info/africa/madagascar/airports.php
RVC,,River Cess and Heliport,Liberia,River Cess,https://www.worlddata.info/africa/liberia/airports.php
RVD,SWLC,General Leite de Castro,Brazil,Rio Verde,https://www.worlddata.info/america/brazil/airports.php
RVE,SKSA,Los Colonizadores,Colombia,Saravena,https://www.worlddata.info/america/colombia/airports.php
RVK,ENRM,"Rørvik, Ryum",Norway,Rørvik,https://www.worlddata.info/europe/norway/airports.php
RVN,EFRO,Rovaniemi,Finland,Rovaniemi,https://www.worlddata.info/europe/finland/airports.php
RVO,FARI,Reivilo,South Africa,Reivilo,https://www.worlddata.info/africa/south-africa/airports.php
RVR,,Green River Mun,United States of America,Green River,https://www.worlddata.info/america/usa/airports.php
RVS,KRVS,Tulsa Riverside,United States of America,Tulsa,https://www.worlddata.info/america/usa/airports.php
RVT,YNRV,Ravensthorpe,Australia,,https://www.worlddata.info/oceania/australia/airports.php
RVV,NTAV,Raivavae,French Polynesia,,https://www.worlddata.info/oceania/french-polynesia/airports.php
RVY,SURV,Pres. Gral. Óscar D. Gestido Binational,Uruguay,Rivera/Santana do Livramento,https://www.worlddata.info/america/uruguay/airports.php
RWF,KRWF,Redwood Falls Mun,United States of America,Redwood Falls,https://www.worlddata.info/america/usa/airports.php
RWI,KRWI,Rocky Mount Wilson Regional,United States of America,Rocky Mount,https://www.worlddata.info/america/usa/airports.php
RWL,KRWL,Rawlins Mun/Harvey Field,United States of America,Rawlins,https://www.worlddata.info/america/usa/airports.php
RWN,UKLR,Rivne Intl,Ukraine,Rivne,https://www.worlddata.info/europe/ukraine/airports.php
RXE,KRXE,Rexburg Madison County,United States of America,Rexburg,https://www.worlddata.info/america/usa/airports.php
RXS,RPVR,Roxas,Philippines,Roxas City,https://www.worlddata.info/asia/philippines/airports.php
RYB,UUBK,Staroselye,Russia,Rybinsk,https://www.worlddata.info/europe/russia/airports.php
RYG,ENRY,"Moss, Rygge",Norway,Oslo,https://www.worlddata.info/europe/norway/airports.php
RYK,OPRK,Shaikh Zaid,Pakistan,Rahim Yar Khan,https://www.worlddata.info/asia/pakistan/airports.php
RYN,LFCY,Royan-Médis,France,Royan/Médis,https://www.worlddata.info/europe/france/airports.php
RYO,SAWT,28 de Noviembre,Argentina,Rio Turbio,https://www.worlddata.info/america/argentina/airports.php
RZA,SAWU,Santa Cruz,Argentina,Puerto Santa Cruz,https://www.worlddata.info/america/argentina/airports.php
RZE,EPRZ,Rzeszów-Jasionka,Poland,Jasionka,https://www.worlddata.info/europe/poland/airports.php
RZP,RPSD,Cesar Lim Rodriguez (Taytay-Sandoval),Philippines,Taytay,https://www.worlddata.info/asia/philippines/airports.php
RZR,OINR,Ramsar,Iran,Ramsar,https://www.worlddata.info/asia/iran/airports.php
RZS,OPSW,Sawan,Pakistan,Sawan Gas Field,https://www.worlddata.info/asia/pakistan/airports.php
RZV,LTFO,Rize-Artvin,Turkey,Rize,https://www.worlddata.info/asia/turkey/airports.php
SAA,KSAA,Shively Field,United States of America,Saratoga,https://www.worlddata.info/america/usa/airports.php
SAB,TNCS,Juancho E. Yrausquin,Caribbean Netherlands,Zion's Hill,https://www.worlddata.info/america/caribbean-netherlands/airports.php
SAC,KSAC,Sacramento Executive,United States of America,Sacramento,https://www.worlddata.info/america/usa/airports.php
SAD,KSAD,Safford Regional,United States of America,Safford,https://www.worlddata.info/america/usa/airports.php
SAF,KSAF,Santa Fe Mun,United States of America,Santa Fe,https://www.worlddata.info/america/usa/airports.php
SAG,VASD,Shirdi Intl,India,Kakadi,https://www.worlddata.info/asia/india/airports.php
SAH,OYSN,Sanaa Intl,Yemen,Sanaa,https://www.worlddata.info/asia/yemen/airports.php
SAI,VDSA,Siem Reap-Angkor Intl,Cambodia,Siem Reap,https://www.worlddata.info/asia/cambodia/airports.php
SAK,BIKR,Sauðárkrókur,Iceland,Sauðárkrókur,https://www.worlddata.info/europe/iceland/airports.php
SAL,MSLP,El Salvador Intl Saint Óscar Arnulfo Romero y Galdámez,El Salvador,San Salvador (San Luis Talpa),https://www.worlddata.info/america/el-salvador/airports.php
SAM,,Salamo,Papua New Guinea,Salamo,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SAN,KSAN,San Diego Intl,United States of America,San Diego,https://www.worlddata.info/america/usa/airports.php
SAP,MHLM,Ramón Villeda Morales Intl,Honduras,San Pedro Sula,https://www.worlddata.info/america/honduras/airports.php
SAQ,MYAN,San Andros,Bahamas,Andros Island,https://www.worlddata.info/america/bahamas/airports.php
SAR,KSAR,Sparta Community - Hunter Field,United States of America,Sparta,https://www.worlddata.info/america/usa/airports.php
SAS,,Salton Sea,United States of America,Salton City,https://www.worlddata.info/america/usa/airports.php
SAT,KSAT,San Antonio Intl,United States of America,San Antonio,https://www.worlddata.info/america/usa/airports.php
SAV,KSAV,Savannah Hilton Head Intl,United States of America,Savannah,https://www.worlddata.info/america/usa/airports.php
SAW,LTFJ,Istanbul Sabiha Gökçen Intl,Turkey,"Pendik, Istanbul",https://www.worlddata.info/asia/turkey/airports.php
SAX,,Sambú,Panama,Boca de Sábalo,https://www.worlddata.info/america/panama/airports.php
SAY,LIQS,Siena-Ampugnano,Italy,Ampugnano (SI),https://www.worlddata.info/europe/italy/airports.php
SAZ,GLST,Sasstown,Liberia,Sasstown,https://www.worlddata.info/africa/liberia/airports.php
SBA,KSBA,Santa Barbara Mun,United States of America,Santa Barbara,https://www.worlddata.info/america/usa/airports.php
SBB,SVSB,Santa Bárbara de Barinas,Venezuela,Santa Bárbara,https://www.worlddata.info/america/venezuela/airports.php
SBC,AYSO,Selbang,Papua New Guinea,Selbang,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SBD,KSBD,San Bernardino Intl,United States of America,San Bernardino,https://www.worlddata.info/america/usa/airports.php
SBE,AYSA,Suabi,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SBF,OADS,Sardeh Band,Afghanistan,Sardeh Band,https://www.worlddata.info/asia/afghanistan/airports.php
SBG,WITB,Maimun Saleh,Indonesia,Sabang,https://www.worlddata.info/asia/indonesia/airports.php
SBH,TFFJ,St. Jean,Saint Barthelemy,Gustavia,https://www.worlddata.info/america/saint-barthelemy/airports.php
SBI,GUSB,Sambailo,Guinea,Koundara,https://www.worlddata.info/africa/guinea/airports.php
SBJ,SNMX,São Mateus - Ernesto Bonomo,Brazil,São Mateus,https://www.worlddata.info/america/brazil/airports.php
SBK,LFRT,Saint-Brieuc-Armor,France,"Trémuson, Côtes-d'Armor",https://www.worlddata.info/europe/france/airports.php
SBL,SLSA,Santa Ana Del Yacuma,Bolivia,Santa Ana del Yacuma,https://www.worlddata.info/america/bolivia/airports.php
SBM,KSBM,Sheboygan County Memorial,United States of America,Sheboygan,https://www.worlddata.info/america/usa/airports.php
SBN,KSBN,South Bend Intl,United States of America,South Bend,https://www.worlddata.info/america/usa/airports.php
SBO,,Salina Gunnison,United States of America,Salina,https://www.worlddata.info/america/usa/airports.php
SBP,KSBP,San Luis County Regional,United States of America,San Luis Obispo,https://www.worlddata.info/america/usa/airports.php
SBQ,OPSB,Sibi,Pakistan,Sibi,https://www.worlddata.info/asia/pakistan/airports.php
SBR,YSII,Saibai Island,Australia,Saibai Island,https://www.worlddata.info/oceania/australia/airports.php
SBS,KSBS,Steamboat Springs Bob Adams Field,United States of America,Steamboat Springs,https://www.worlddata.info/america/usa/airports.php
SBT,USDA,Sabetta Intl,Russia,Sabetta,https://www.worlddata.info/europe/russia/airports.php
SBU,FASB,Springbok,South Africa,Springbok,https://www.worlddata.info/africa/south-africa/airports.php
SBV,AYSH,Sabah,Papua New Guinea,Sabah,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SBW,WBGS,Sibu,Malaysia,Sibu,https://www.worlddata.info/asia/malaysia/airports.php
SBX,KSBX,Shelby,United States of America,Shelby,https://www.worlddata.info/america/usa/airports.php
SBY,KSBY,Salisbury Ocean City Wicomico Regional,United States of America,Salisbury,https://www.worlddata.info/america/usa/airports.php
SBZ,LRSB,Sibiu Intl,Romania,Sibiu,https://www.worlddata.info/europe/romania/airports.php
SCB,KSCB,Scribner State,United States of America,Scribner,https://www.worlddata.info/america/usa/airports.php
SCC,PASC,Deadhorse,United States of America,Deadhorse,https://www.worlddata.info/america/usa/airports.php
SCD,MHUL,Sulaco,Honduras,Sulaco,https://www.worlddata.info/america/honduras/airports.php
SCE,KUNV,State College Regional,United States of America,State College,https://www.worlddata.info/america/usa/airports.php
SCF,KSDL,Scottsdale,United States of America,Scottsdale,https://www.worlddata.info/america/usa/airports.php
SCG,YSPK,Spring Creek,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SCH,KSCH,Schenectady County,United States of America,Schenectady,https://www.worlddata.info/america/usa/airports.php
SCI,SVPM,Paramillo,Venezuela,San Cristóbal,https://www.worlddata.info/america/venezuela/airports.php
SCK,KSCK,Stockton Metropolitan,United States of America,Stockton,https://www.worlddata.info/america/usa/airports.php
SCL,SCEL,Comodoro Arturo Merino Benítez Intl,Chile,Santiago,https://www.worlddata.info/america/chile/airports.php
SCM,PACM,Scammon Bay,United States of America,Scammon Bay,https://www.worlddata.info/america/usa/airports.php
SCN,EDDR,Saarbrücken,Germany,Saarbrücken,https://www.worlddata.info/europe/germany/airports.php
SCO,UATE,Aktau Intl,Kazakhstan,Aktau,https://www.worlddata.info/asia/kazakhstan/airports.php
SCP,LFNC,Mont-Dauphin Saint-Crépin Airfield,France,"Saint-Crépin, Hautes-Alpes",https://www.worlddata.info/europe/france/airports.php
SCQ,LEST,Santiago-Rosalía de Castro,Spain,Santiago de Compostela,https://www.worlddata.info/europe/spain/airports.php
SCR,ESKS,Scandinavian Mountains,Sweden,Malung-Sälen,https://www.worlddata.info/europe/sweden/airports.php
SCT,OYSQ,Socotra,Yemen,Mori,https://www.worlddata.info/asia/yemen/airports.php
SCU,MUCU,Antonio Maceo Intl,Cuba,Santiago,https://www.worlddata.info/america/cuba/airports.php
SCV,LRSV,Suceava Ștefan cel Mare Intl,Romania,Suceava,https://www.worlddata.info/europe/romania/airports.php
SCW,UUYY,Syktyvkar,Russia,Syktyvkar,https://www.worlddata.info/europe/russia/airports.php
SCX,,Estación Aeronaval de Salina Cruz,Mexico,Salina Cruz,https://www.worlddata.info/america/mexico/airports.php
SCY,SEST,San Cristóbal,Ecuador,Puerto Baquerizo Moreno,https://www.worlddata.info/america/ecuador/airports.php
SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,Santa Cruz/Graciosa Bay/Luova,https://www.worlddata.info/oceania/solomon-islands/airports.php
SDB,FALW,Langebaanweg,South Africa,Langebaanweg,https://www.worlddata.info/africa/south-africa/airports.php
SDC,SYSC,Sand Creek,Guyana,Sand Creek,https://www.worlddata.info/america/guyana/airports.php
SDD,FNUB,Lubango Mukanka Intl,Angola,Lubango,https://www.worlddata.info/africa/angola/airports.php
SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés,Argentina,Santiago del Estero,https://www.worlddata.info/america/argentina/airports.php
SDF,KSDF,Louisville Muhammad Ali Intl,United States of America,Louisville,https://www.worlddata.info/america/usa/airports.php
SDG,OICS,Sanandaj,Iran,,https://www.worlddata.info/asia/iran/airports.php
SDI,,Saidor,Papua New Guinea,Saidor,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SDJ,RJSS,Sendai,Japan,Natori,https://www.worlddata.info/asia/japan/airports.php
SDK,WBKS,Sandakan,Malaysia,Sandakan,https://www.worlddata.info/asia/malaysia/airports.php
SDL,ESNN,Sundsvall-Härnösand,Sweden,Sundsvall/ Härnösand,https://www.worlddata.info/europe/sweden/airports.php
SDM,KSDM,Brown Field Mun,United States of America,San Diego,https://www.worlddata.info/america/usa/airports.php
SDN,ENSD,"Sandane, Anda",Norway,Sandane,https://www.worlddata.info/europe/norway/airports.php
SDP,PASD,Sand Point,United States of America,Sand Point,https://www.worlddata.info/america/usa/airports.php
SDQ,MDSD,Las Américas Intl,Dominican Republic,Santo Domingo,https://www.worlddata.info/america/dominican-republic/airports.php
