IATA,ICAO,Airport name,Country,City,Information
SDR,LEXJ,Seve Ballesteros-Santander,Spain,Santander,https://www.worlddata.info/europe/spain/airports.php
SDS,RJSD,Sado,Japan,Sado,https://www.worlddata.info/asia/japan/airports.php
SDT,OPSS,Saidu Sharif,Pakistan,Saidu Sharif,https://www.worlddata.info/asia/pakistan/airports.php
SDU,SBRJ,Santos Dumont,Brazil,Rio de Janeiro,https://www.worlddata.info/america/brazil/airports.php
SDW,,Sindhudurg,India,Chipi,https://www.worlddata.info/asia/india/airports.php
SDX,KSEZ,Sedona,United States of America,Sedona,https://www.worlddata.info/america/usa/airports.php
SDY,KSDY,Sidney - Richland Regional,United States of America,Sidney,https://www.worlddata.info/america/usa/airports.php
SEA,KSEA,Seattle-Tacoma Intl,United States of America,Seattle,https://www.worlddata.info/america/usa/airports.php
SEB,HLLS,Sabha,Libya,Sabha,https://www.worlddata.info/africa/libya/airports.php
SEE,KSEE,Gillespie Field,United States of America,San Diego/El Cajon,https://www.worlddata.info/america/usa/airports.php
SEF,KSEF,Sebring Regional,United States of America,Sebring,https://www.worlddata.info/america/usa/airports.php
SEG,KSEG,Penn Valley,United States of America,Selinsgrove,https://www.worlddata.info/america/usa/airports.php
SEH,WAJS,Senggeh,Indonesia,Senggeh,https://www.worlddata.info/asia/indonesia/airports.php
SEK,UESK,Srednekolymsk,Russia,Srednekolymsk,https://www.worlddata.info/europe/russia/airports.php
SEM,KSEM,Craig Field,United States of America,Selma,https://www.worlddata.info/america/usa/airports.php
SEN,EGMC,London Southend,United Kingdom,"Southend-on-Sea, Essex",https://www.worlddata.info/europe/united-kingdom/airports.php
SEO,DISG,Séguéla,Ivory Coast,Séguéla,https://www.worlddata.info/africa/ivory-coast/airports.php
SEP,KSEP,Stephenville Clark Regional,United States of America,Stephenville,https://www.worlddata.info/america/usa/airports.php
SEQ,WIBS,Sungai Pakning Bengkalis,Indonesia,Bengkalis-Sumatra Island,https://www.worlddata.info/asia/indonesia/airports.php
SER,KSER,Freeman Mun,United States of America,Seymour,https://www.worlddata.info/america/usa/airports.php
SES,UOIG,Svetlogorsk,Russia,Svetlogorsk,https://www.worlddata.info/europe/russia/airports.php
SET,SNHS,Santa Magalhães,Brazil,Serra Talhada,https://www.worlddata.info/america/brazil/airports.php
SEU,HTSN,Seronera,Tanzania,Seronera,https://www.worlddata.info/africa/tanzania/airports.php
SEW,HESW,Siwa Oasis North,Egypt,Siwa Oasis,https://www.worlddata.info/africa/egypt/airports.php
SEY,GQNS,Sélibaby,Mauritania,Sélibaby,https://www.worlddata.info/africa/mauritania/airports.php
SEZ,FSIA,Seychelles Intl,Seychelles,Victoria,https://www.worlddata.info/africa/seychelles/airports.php
SFA,DTTX,Sfax Thyna Intl,Tunisia,Sfax,https://www.worlddata.info/africa/tunisia/airports.php
SFB,KSFB,Orlando Sanford Intl,United States of America,Orlando,https://www.worlddata.info/america/usa/airports.php
SFC,TFFC,St-François,Guadeloupe,St-François,https://www.worlddata.info/america/guadeloupe/airports.php
SFD,SVSR,San Fernando de Apure Las Flecheras National,Venezuela,San Fernando de Apure,https://www.worlddata.info/america/venezuela/airports.php
SFE,RPUS,San Fernando,Philippines,San Fernando,https://www.worlddata.info/asia/philippines/airports.php
SFF,KSFF,Felts Field,United States of America,Spokane,https://www.worlddata.info/america/usa/airports.php
SFG,TFFG,Grand Case-l'Espérance,Saint Martin,Grand Case,https://www.worlddata.info/america/saint-martin/airports.php
SFH,MMSF,San Felipe Intl,Mexico,Mexicali,https://www.worlddata.info/america/mexico/airports.php
SFJ,BGSF,Kangerlussuaq Intl,Greenland,Kangerlussuaq,https://www.worlddata.info/america/greenland/airports.php
SFK,SNSW,Soure,Brazil,Soure,https://www.worlddata.info/america/brazil/airports.php
SFL,GVSF,São Filipe,Cape Verde,São Filipe,https://www.worlddata.info/africa/cape-verde/airports.php
SFM,KSFM,Sanford Seacoast Regional,United States of America,Sanford,https://www.worlddata.info/america/usa/airports.php
SFN,SAAV,Sauce Viejo,Argentina,Santa Fe,https://www.worlddata.info/america/argentina/airports.php
SFO,KSFO,San Francisco Intl,United States of America,San Francisco,https://www.worlddata.info/america/usa/airports.php
SFS,RPLB,Subic Bay Intl / Naval Air Station Cubi Point,Philippines,Olongapo,https://www.worlddata.info/asia/philippines/airports.php
SFT,ESNS,Skellefteå,Sweden,Skellefteå,https://www.worlddata.info/europe/sweden/airports.php
SFU,,Safia,Papua New Guinea,Safia,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SFX,,Macagua,Venezuela,Ciudad Guayana,https://www.worlddata.info/america/venezuela/airports.php
SFZ,KSFZ,North Central State,United States of America,Pawtucket,https://www.worlddata.info/america/usa/airports.php
SGA,OASN,Sheghnan,Afghanistan,Shiveh,https://www.worlddata.info/asia/afghanistan/airports.php
SGC,USRR,Surgut Intl,Russia,Surgut,https://www.worlddata.info/europe/russia/airports.php
SGD,EKSB,Sønderborg,Denmark,Sønderborg,https://www.worlddata.info/europe/denmark/airports.php
SGE,EDGS,Siegerland,Germany,Burbach,https://www.worlddata.info/europe/germany/airports.php
SGF,KSGF,Springfield Branson National,United States of America,Springfield,https://www.worlddata.info/america/usa/airports.php
SGH,KSGH,Springfield-Beckley Mun,United States of America,Springfield,https://www.worlddata.info/america/usa/airports.php
SGK,,Sengapi Airstrip,Papua New Guinea,Sengapi,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SGM,,San Ignacio,Mexico,Mulegé,https://www.worlddata.info/america/mexico/airports.php
SGN,VVTS,Tan Son Nhat Intl,Vietnam,Ho Chi Minh City,https://www.worlddata.info/asia/vietnam/airports.php
SGO,YSGE,St George,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SGP,YSHG,Shay Gap,Australia,Shay Gap,https://www.worlddata.info/oceania/australia/airports.php
SGQ,WRLA,Sangkimah,Indonesia,Sanggata,https://www.worlddata.info/asia/indonesia/airports.php
SGR,KSGR,Sugar Land Regional,United States of America,Houston,https://www.worlddata.info/america/usa/airports.php
SGT,KSGT,Stuttgart Mun / Carl Humphrey Field,United States of America,Stuttgart,https://www.worlddata.info/america/usa/airports.php
SGU,KSGU,St George Regional,United States of America,St George,https://www.worlddata.info/america/usa/airports.php
SGV,SAVS,Sierra Grande,Argentina,Sierra Grande,https://www.worlddata.info/america/argentina/airports.php
SGX,HTSO,Songea,Tanzania,Songea,https://www.worlddata.info/africa/tanzania/airports.php
SGY,PAGY,Skagway,United States of America,Skagway,https://www.worlddata.info/america/usa/airports.php
SGZ,VTSH,Songkhla,Thailand,,https://www.worlddata.info/asia/thailand/airports.php
SHA,ZSSS,Shanghai Hongqiao Intl,China,Shanghai (Minhang),https://www.worlddata.info/asia/china/airports.php
SHB,RJCN,Nakashibetsu,Japan,Nakashibetsu,https://www.worlddata.info/asia/japan/airports.php
SHC,,Shire Inda Selassie,Ethiopia,Shire Inda Selassie,https://www.worlddata.info/africa/ethiopia/airports.php
SHD,KSHD,Shenandoah Valley Regional,United States of America,Weyers Cave,https://www.worlddata.info/america/usa/airports.php
SHE,ZYTX,Shenyang Taoxian Intl,China,Shenyang,https://www.worlddata.info/asia/china/airports.php
SHF,ZWHZ,Shihezi Huayuan,China,Shihezi,https://www.worlddata.info/asia/china/airports.php
SHG,PAGH,Shungnak,United States of America,Shungnak,https://www.worlddata.info/america/usa/airports.php
SHH,PASH,Shishmaref,United States of America,Shishmaref,https://www.worlddata.info/america/usa/airports.php
SHI,RORS,Shimojishima,Japan,Miyakojima,https://www.worlddata.info/asia/japan/airports.php
SHJ,OMSJ,Sharjah Intl,United Arab Emirates,Sharjah,https://www.worlddata.info/asia/arab-emirates/airports.php
SHK,FXSH,Sehonghong,Lesotho,Sehonghong,https://www.worlddata.info/africa/lesotho/airports.php
SHL,VEBI,Shillong,India,Shillong,https://www.worlddata.info/asia/india/airports.php
SHM,RJBD,Nanki Shirahama,Japan,Shirahama,https://www.worlddata.info/asia/japan/airports.php
SHN,KSHN,Sanderson Field,United States of America,Shelton,https://www.worlddata.info/america/usa/airports.php
SHO,FDSK,King Mswati III Intl,Eswatini,Mpaka,https://www.worlddata.info/africa/eswatini/airports.php
SHQ,YSPT,Southport,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SHR,KSHR,Sheridan County,United States of America,Sheridan,https://www.worlddata.info/america/usa/airports.php
SHS,ZHJZ,Jingzhou Shashi,China,Jingzhou (Shashi),https://www.worlddata.info/asia/china/airports.php
SHT,YSHT,Shepparton,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SHU,YSMP,Smith Point,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SHV,KSHV,Shreveport Regional,United States of America,Shreveport,https://www.worlddata.info/america/usa/airports.php
SHW,OESH,Sharurah Domestic,Saudi Arabia,Sharurah,https://www.worlddata.info/asia/saudi-arabia/airports.php
SHX,PAHX,Shageluk,United States of America,Shageluk,https://www.worlddata.info/america/usa/airports.php
SHY,HTSY,Shinyanga,Tanzania,Shinyanga,https://www.worlddata.info/africa/tanzania/airports.php
SHZ,FXSS,Seshutes,Lesotho,Seshutes,https://www.worlddata.info/africa/lesotho/airports.php
SIA,ZLSN,Xi'an Xiguan,China,Xi'an (Baqiao),https://www.worlddata.info/asia/china/airports.php
SIB,FCBS,Sibiti,Republic of the Congo,Sibiti,https://www.worlddata.info/africa/congo-brazzaville/airports.php
SIC,,San José Island,Panama,Las Perlas,https://www.worlddata.info/america/panama/airports.php
SID,GVAC,Amílcar Cabral Intl,Cape Verde,Espargos,https://www.worlddata.info/africa/cape-verde/airports.php
SIF,VNSI,Simara,Nepal,Simara,https://www.worlddata.info/asia/nepal/airports.php
SIG,TJIG,Fernando Luis Ribas Dominicci,Puerto Rico,San Juan,https://www.worlddata.info/america/puerto-rico/airports.php
SIH,VNDT,Silgadi Doti,Nepal,Silgadi Doti,https://www.worlddata.info/asia/nepal/airports.php
SIJ,BISI,Siglufjörður,Iceland,Siglufjörður,https://www.worlddata.info/europe/iceland/airports.php
SIK,KSIK,Sikeston Memorial Mun,United States of America,Sikeston,https://www.worlddata.info/america/usa/airports.php
SIL,AYSG,Sila,Papua New Guinea,Sila Mission,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SIM,AYSJ,Simbai,Papua New Guinea,Simbai,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SIN,WSSS,Singapore Changi,Singapore,Singapore,https://www.worlddata.info/asia/singapore/airports.php
SIO,YSMI,Smithton,Australia,,https://www.worlddata.info/oceania/australia/airports.php
SIP,UKFF,Simferopol Intl,Ukraine,Simferopol,https://www.worlddata.info/europe/ukraine/airports.php
SIQ,WIDS,Dabo,Indonesia,Pasirkuning-Singkep Island,https://www.worlddata.info/asia/indonesia/airports.php
SIR,LSGS,Sion,Switzerland,Sion,https://www.worlddata.info/europe/switzerland/airports.php
SIS,FASS,Sishen,South Africa,Sishen,https://www.worlddata.info/africa/south-africa/airports.php
SIT,PASI,Sitka Rocky Gutierrez,United States of America,Sitka,https://www.worlddata.info/america/usa/airports.php
SIU,MNSI,Siuna,Nicaragua,Siuna,https://www.worlddata.info/america/nicaragua/airports.php
SIV,KSIV,Sullivan County,United States of America,Sullivan,https://www.worlddata.info/america/usa/airports.php
SIW,WIMP,Sibisa,Indonesia,Parapat-Sumatra Island,https://www.worlddata.info/asia/indonesia/airports.php
SIX,YSGT,Singleton,Australia,Singleton,https://www.worlddata.info/oceania/australia/airports.php
SIZ,,Sissano,Papua New Guinea,Sissano,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SJA,SPJN,San Juan de Marcona,Peru,San Juan de Marcona,https://www.worlddata.info/america/peru/airports.php
SJB,SLJO,San Joaquín,Bolivia,San Joaquín,https://www.worlddata.info/america/bolivia/airports.php
SJC,KSJC,Norman Y. Mineta San Jose Intl,United States of America,San Jose,https://www.worlddata.info/america/usa/airports.php
SJD,MMSD,Los Cabos Intl,Mexico,San José del Cabo,https://www.worlddata.info/america/mexico/airports.php
SJE,SKSJ,Jorge E. Gonzalez Torres,Colombia,San José Del Guaviare,https://www.worlddata.info/america/colombia/airports.php
SJH,,San Juan Del César,Colombia,San Juan Del César,https://www.worlddata.info/america/colombia/airports.php
SJI,RPUH,San Jose,Philippines,San Jose,https://www.worlddata.info/asia/philippines/airports.php
SJJ,LQSA,Sarajevo Intl,Bosnia and Herzegovina,Sarajevo,https://www.worlddata.info/europe/bosnia-and-herzegovina/airports.php
SJK,SBSJ,Professor Urbano Ernesto Stumpf,Brazil,São José Dos Campos,https://www.worlddata.info/america/brazil/airports.php
SJL,SBUA,São Gabriel da Cachoeira,Brazil,São Gabriel da Cachoeira,https://www.worlddata.info/america/brazil/airports.php
SJN,KSJN,St Johns Industrial Air Park,United States of America,St Johns,https://www.worlddata.info/america/usa/airports.php
SJO,MROC,Juan Santamaría Intl,Costa Rica,San José (Alajuela),https://www.worlddata.info/america/costa-rica/airports.php
SJP,SBSR,Prof. Eribelto Manoel Reino State,Brazil,São José do Rio Preto,https://www.worlddata.info/america/brazil/airports.php
SJQ,FLSS,Sesheke,Zambia,Sesheke,https://www.worlddata.info/africa/zambia/airports.php
SJR,,San Juan De Uraba,Colombia,San Juan De Uraba,https://www.worlddata.info/america/colombia/airports.php
SJS,SLJE,San José De Chiquitos,Bolivia,San José de Chiquitos,https://www.worlddata.info/america/bolivia/airports.php
SJT,KSJT,San Angelo Regional Mathis Field,United States of America,San Angelo,https://www.worlddata.info/america/usa/airports.php
SJU,TJSJ,Luis Munoz Marin Intl,Puerto Rico,San Juan,https://www.worlddata.info/america/puerto-rico/airports.php
SJV,SLJV,San Javier,Bolivia,San Javier,https://www.worlddata.info/america/bolivia/airports.php
SJW,ZBSJ,Shijiazhuang Zhengding Intl,China,Shijiazhuang,https://www.worlddata.info/asia/china/airports.php
SJX,,Sartaneja,Belize,Sartaneja,https://www.worlddata.info/america/belize/airports.php
SJY,EFSI,Seinäjoki,Finland,Seinäjoki / Ilmajoki,https://www.worlddata.info/europe/finland/airports.php
SJZ,LPSJ,São Jorge,Portugal,Velas,https://www.worlddata.info/europe/portugal/airports.php
SKA,KSKA,Fairchild Air Force Base,United States of America,Spokane,https://www.worlddata.info/america/usa/airports.php
SKB,TKPK,Robert L. Bradshaw Intl,Saint Kitts and Nevis,Basseterre,https://www.worlddata.info/america/stkitts-nevis/airports.php
SKC,,Suki,Papua New Guinea,Suki,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
SKD,UTSS,Samarkand Intl,Uzbekistan,Samarkand,https://www.worlddata.info/asia/uzbekistan/airports.php
SKE,ENSN,Skien,Norway,Geiteryggen,https://www.worlddata.info/europe/norway/airports.php
SKF,KSKF,Lackland Air Force Base,United States of America,San Antonio,https://www.worlddata.info/america/usa/airports.php
SKG,LGTS,Thessaloniki Macedonia Intl,Greece,Thessaloniki,https://www.worlddata.info/europe/greece/airports.php
SKH,VNSK,Surkhet,Nepal,Surkhet,https://www.worlddata.info/asia/nepal/airports.php
SKK,PFSH,Shaktoolik,United States of America,Shaktoolik,https://www.worlddata.info/america/usa/airports.php
SKM,SYSK,Skeldon,Guyana,Skeldon,https://www.worlddata.info/america/guyana/airports.php
SKN,ENSK,"Stokmarknes, Skagen",Norway,Hadsel,https://www.worlddata.info/europe/norway/airports.php
SKO,DNSO,Sadiq Abubakar III Intl,Nigeria,Sokoto,https://www.worlddata.info/africa/nigeria/airports.php
SKP,LWSK,Skopje Intl,North Macedonia,Ilinden,https://www.worlddata.info/europe/northmacedonia/airports.php
SKQ,FXSK,Sekakes,Lesotho,Sekakes,https://www.worlddata.info/africa/lesotho/airports.php
SKR,HASK,Shakiso,Ethiopia,Shakiso,https://www.worlddata.info/africa/ethiopia/airports.php
SKT,OPST,Sialkot Intl,Pakistan,Sialkot,https://www.worlddata.info/asia/pakistan/airports.php
SKU,LGSY,Skiros,Greece,Skiros Island,https://www.worlddata.info/europe/greece/airports.php
SKV,HESC,Saint Catherine Intl,Egypt,Saint Catherine,https://www.worlddata.info/africa/egypt/airports.php
SKW,PASW,Skwentna,United States of America,Skwentna,https://www.worlddata.info/america/usa/airports.php
SKX,UWPS,Saransk Intl,Russia,Saransk,https://www.worlddata.info/europe/russia/airports.php
SKZ,OPSK,Begum Nusrat Bhutto Intl Sukkur,Pakistan,Sukkur,https://www.worlddata.info/asia/pakistan/airports.php
SLA,SASA,Martín Miguel de Güemes Intl,Argentina,Salta,https://www.worlddata.info/america/argentina/airports.php
SLB,KSLB,Storm Lake Mun,United States of America,Storm Lake,https://www.worlddata.info/america/usa/airports.php
SLC,KSLC,Salt Lake City Intl,United States of America,Salt Lake City,https://www.worlddata.info/america/usa/airports.php
SLD,LZSL,Sliač,Slovakia,Sliač,https://www.worlddata.info/europe/slovakia/airports.php
SLE,KSLE,Salem-Willamette Valley/McNary Field,United States of America,Salem,https://www.worlddata.info/america/usa/airports.php
SLF,OESL,As-Sulayyil,Saudi Arabia,As-Sulayyil,https://www.worlddata.info/asia/saudi-arabia/airports.php
SLG,KSLG,Smith Field,United States of America,Siloam Springs,https://www.worlddata.info/america/usa/airports.php
SLH,NVSC,Sola,Vanuatu,Sola,https://www.worlddata.info/oceania/vanuatu/airports.php
SLI,FLSW,Solwesi,Zambia,Solwesi,https://www.worlddata.info/africa/zambia/airports.php
SLJ,,Solomon,Australia,Karijini National Park,https://www.worlddata.info/oceania/australia/airports.php
SLK,KSLK,Adirondack Regional,United States of America,Saranac Lake,https://www.worlddata.info/america/usa/airports.php
SLL,OOSA,Salalah Intl,Oman,Salalah,https://www.worlddata.info/asia/oman/airports.php
